#content-source: SRD 5.2.1
#content-systems: 5.5e
#content-url: https://dnd.wizards.com/resources/systems-reference-document
#content-license: CC-BY-4.0
#content-id: 019f6ae3-fb3a-7a28-894a-aedc0dd1440a
#content-updated-at: 2026-07-16
#content-hash: xxh64:dd9098d0cd39dc2e
id,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,initiative,hp,hp_formula,speed,str,dex,con,int,wis,cha,str_save,dex_save,con_save,int_save,wis_save,cha_save,cr,resistances,immunities,vulnerabilities,gear,senses,languages,skills
young_white_dragon,Young White Dragon,,"#### Traits

<hr>

**_Ice Walk._** The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, Difficult Terrain composed of ice or snow doesn't cost it extra movement.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks.

**_Rend._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 9 (2d4 + 4) Slashing damage plus 2 (1d4) Cold damage.

**_Cold Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 15, each creature in a 30-foot Cone. _Failure:_ 40 (9d8) Cold damage. _Success:_ Half damage.",,,large,dragon (chromatic),Chaotic Evil,17,+3 (13),123,13d10 + 52,"40 ft., Burrow 20 ft., Fly 80 ft., Swim 40 ft.",18,10,18,6,11,12,4,3,4,2,3,1,6,,Cold,,,"Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 16","Common, Draconic","Perception +6, Stealth +3"
adult_white_dragon,Adult White Dragon,,"#### Traits

<hr>

**_Ice Walk._** The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, Difficult Terrain composed of ice or snow doesn't cost it extra movement.

**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks.

**_Rend._** _Melee Attack Roll:_ +11, reach 10 ft. _Hit:_ 13 (2d6 + 6) Slashing damage plus 4 (1d8) Cold damage.

**_Cold Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 19, each creature in a 60-foot Cone. _Failure:_ 54 (12d8) Cold damage. _Success:_ Half damage.

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._

**_Freezing Burst._** _Constitution Saving Throw:_ DC 14, each creature in a 30-foot-radius Sphere centered on a point the dragon can see within 120 feet. _Failure:_ 7 (2d6) Cold damage, and the target's Speed is 0 until the end of the target's next turn. _Failure or Success:_ The dragon can't take this action again until the start of its next turn.

**_Frightful Presence._** The dragon casts _Fear_, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 14). The dragon can't take this action again until the start of its next turn.

**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.",,,huge,dragon (chromatic),Chaotic Evil,18,+10 (20),200,16d12 + 96,"40 ft., Burrow 30 ft., Fly 80 ft., Swim 40 ft.",22,10,22,8,12,12,6,5,6,-1,6,1,13,,Cold,,,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 21","Common, Draconic","Perception +11, Stealth +5"
ancient_white_dragon,Ancient White Dragon,,"#### Traits

<hr>

**_Ice Walk._** The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, Difficult Terrain composed of ice or snow doesn't cost it extra movement.

**_Legendary Resistance (4/Day, or 5/Day in Lair)._** If the dragon fails a saving throw, it can choose to succeed instead.

#### Actions

<hr>

**_Multiattack._** The dragon makes three Rend attacks.

**_Rend._** _Melee Attack Roll:_ +14, reach 15 ft. _Hit:_ 17 (2d8 + 8) Slashing damage plus 7 (2d6) Cold damage.

**_Cold Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 22, each creature in a 90-foot Cone. _Failure:_ 63 (14d8) Cold damage. _Success:_ Half damage.

#### Legendary Actions

<hr>

_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the dragon can expend a use to take one of the following actions. The dragon regains all expended uses at the start of each of its turns._

**_Freezing Burst._** _Constitution Saving Throw:_ DC 20, each creature in a 30-foot-radius Sphere centered on a point the dragon can see within 120 feet. _Failure:_ 14 (4d6) Cold damage, and the target's Speed is 0 until the end of the target's next turn. _Failure or Success:_ The dragon can't take this action again until the start of its next turn.

**_Frightful Presence._** The dragon casts _Fear_, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 18). The dragon can't take this action again until the start of its next turn.

**_Pounce._** The dragon moves up to half its Speed, and it makes one Rend attack.",,,gargantuan,dragon (chromatic),Chaotic Evil,20,+12 (22),333,18d20 + 144,"40 ft., Burrow 40 ft., Fly 80 ft., Swim 40 ft.",26,10,26,10,13,18,8,6,8,0,7,4,20,,Cold,,,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 23","Common, Draconic","Perception +13, Stealth +6"
wight,Wight,,"#### Traits

<hr>

**_Sunlight Sensitivity._** While in sunlight, the wight has Disadvantage on ability checks and attack rolls.

#### Actions

<hr>

**_Multiattack._** The wight makes two attacks, using Necrotic Sword or Necrotic Bow in any combination. It can replace one attack with a use of Life Drain.

**_Necrotic Sword._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 6 (1d8 + 2) Slashing damage plus 4 (1d8) Necrotic damage.

**_Necrotic Bow._** _Ranged Attack Roll:_ +4, range 150/600 ft. _Hit:_ 6 (1d8 + 2) Piercing damage plus 4 (1d8) Necrotic damage.

**_Life Drain._** _Constitution Saving Throw:_ DC 13, one creature within 5 feet. _Failure:_ 6 (1d8 + 2) Necrotic damage, and the target's Hit Point maximum decreases by an amount equal to the damage taken.
 A Humanoid slain by this attack rises 24 hours later as a **Zombie** under the wight's control, unless the Humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at a time.",,,medium,undead,Neutral Evil,14,+4 (14),82,11d8 + 33,30 ft.,15,14,16,10,13,15,2,2,3,0,1,2,3,Necrotic,"Poison; Exhaustion, Poisoned",,Studded Leather Armor,Darkvision 60 ft.; Passive Perception 13,Common plus one other language,"Perception +3, Stealth +4"
will_o_wisp,Will-o'-Wisp,,"#### Traits

<hr>

**_Ephemeral._** The wisp can't wear or carry anything.

**_Illumination._** The wisp sheds Bright Light in a 20-foot radius and Dim Light for an additional 20 feet.

**_Incorporeal Movement._** The wisp can move through other creatures and objects as if they were Difficult Terrain. It takes 5 (1d10) Force damage if it ends its turn inside an object.

#### Actions

<hr>

**_Shock._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 11 (2d8 + 2) Lightning damage.

#### Bonus Actions

<hr>

**_Consume Life._** _Constitution Saving Throw:_ DC 10, one living creature the wisp can see within 5 feet that has 0 Hit Points. _Failure:_ The target dies, and the wisp regains 10 (3d6) Hit Points.

**_Vanish._** The wisp and its light have the Invisible condition until the wisp's Concentration ends on this effect, which ends early immediately after the wisp makes an attack roll or uses Consume Life.",,,tiny,undead,Chaotic Evil,19,+9 (19),27,11d4,"5 ft., Fly 50 ft. (hover)",,28,10,13,14,11,,9,0,1,2,0,2,"Acid, Bludgeoning, Cold, Fire, Necrotic, Piercing, Slashing","Lightning, Poison; Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",,,Darkvision 120 ft.; Passive Perception 12,Common plus one other language,
winter_wolf,Winter Wolf,,"#### Traits

<hr>

**_Pack Tactics._** The wolf has Advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.

#### Actions

<hr>

**_Bite._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 11 (2d6 + 4) Piercing damage. If the target is a Large or smaller creature, it has the Prone condition.

**_Cold Breath (Recharge 5–6)._** _Constitution Saving Throw:_ DC 12, each creature in a 15-foot Cone. _Failure:_ 18 (4d8) Cold damage. _Success:_ Half damage.",,,large,monstrosity,Neutral Evil,13,+1 (11),75,10d10 + 20,50 ft.,18,13,14,7,12,8,4,1,2,-2,1,-1,3,,Cold,,,Passive Perception 15,"Common, Giant","Perception +5, Stealth +5"
worg,Worg,,"#### Actions

<hr>

**_Bite._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 7 (1d8 + 3) Piercing damage, and the next attack roll made against the target before the start of the worg's next turn has Advantage.",,,large,fey,Neutral Evil,13,+1 (11),26,4d10 + 4,50 ft.,16,13,13,7,11,8,3,1,1,-2,0,-1,1/2,,,,,Darkvision 60 ft.; Passive Perception 14,"Goblin, Worg",Perception +4
wraith,Wraith,,"#### Traits

<hr>

**_Incorporeal Movement._** The wraith can move through other creatures and objects as if they were Difficult Terrain. It takes 5 (1d10) Force damage if it ends its turn inside an object.

**_Sunlight Sensitivity._** While in sunlight, the wraith has Disadvantage on ability checks and attack rolls.

#### Actions

<hr>

**_Life Drain._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 21 (4d8 + 3) Necrotic damage. If the target is a creature, its Hit Point maximum decreases by an amount equal to the damage taken.

**_Create Specter._** The wraith targets a Humanoid corpse within 10 feet of itself that has been dead for no longer than 1 minute. The target's spirit rises as a **Specter** in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at a time.",,,medium,or small undead,Neutral Evil,13,+3 (13),67,9d8 + 27,"5 ft., Fly 60 ft. (hover)",6,16,16,12,14,15,-2,3,3,1,2,2,5,"Acid, Bludgeoning, Cold, Fire, Piercing, Slashing","Necrotic, Poison; Charmed, Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",,,Darkvision 60 ft.; Passive Perception 12,Common plus two other languages,
wyvern,Wyvern,,"#### Actions

<hr>

**_Multiattack._** The wyvern makes one Bite attack and one Sting attack.

**_Bite._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 13 (2d8 + 4) Piercing damage.

**_Sting._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 11 (2d6 + 4) Piercing damage plus 24 (7d6) Poison damage, and the target has the Poisoned condition until the start of the wyvern's next turn.",,,large,dragon,Unaligned,14,+0 (10),127,15d10 + 45,"30 ft., Fly 80 ft.",19,10,16,5,12,6,4,0,3,-3,1,-2,6,,,,,Darkvision 120 ft.; Passive Perception 14,None,Perception +4
xorn,Xorn,,"#### Traits

<hr>

**_Earth Glide._** The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through.

**_Treasure Sense._** The xorn can pinpoint the location of precious metals and stones within 60 feet of itself.

#### Actions

<hr>

**_Multiattack._** The xorn makes one Bite attack and three Claw attacks.

**_Bite._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 17 (4d6 + 3) Piercing damage.

**_Claw._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 8 (1d10 + 3) Slashing damage.

#### Bonus Actions

<hr>

**_Charge._** The xorn moves up to its Speed or Burrow Speed straight toward an enemy it can sense.",,,medium,elemental,Neutral,19,+0 (10),84,8d8 + 48,"20 ft., Burrow 20 ft.",17,10,22,11,10,11,3,0,6,0,0,0,5,,"Poison; Paralyzed, Petrified, Poisoned",,,"Darkvision 60 ft., Tremorsense 60 ft.; Passive Perception 16",Primordial (Terran),"Perception +6, Stealth +6"
zombie,Zombie,,"#### Traits

<hr>

**_Undead Fortitude._** If damage reduces the zombie to 0 Hit Points, it makes a Constitution saving throw (DC 5 plus the damage taken) unless the damage is Radiant or from a Critical Hit. On a successful save, the zombie drops to 1 Hit Point instead.

#### Actions

<hr>

**_Slam._** _Melee Attack Roll:_ +3, reach 5 ft. _Hit:_ 5 (1d8 + 1) Bludgeoning damage.",,,medium,undead,Neutral Evil,8,−2 (8),15,2d8 + 6,20 ft.,13,6,16,3,6,5,1,-2,3,-4,0,-3,1/4,,"Poison; Exhaustion, Poisoned",,,Darkvision 60 ft.; Passive Perception 8,Understands Common plus one other language but can't speak,
ogre_zombie,Ogre Zombie,,"#### Traits

<hr>

**_Undead Fortitude._** If damage reduces the zombie to 0 Hit Points, it makes a Constitution saving throw (DC 5 plus the damage taken) unless the damage is Radiant or from a Critical Hit. On a successful save, the zombie drops to 1 Hit Point instead.

#### Actions

<hr>

**_Slam._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 13 (2d8 + 4) Bludgeoning damage.",,,large,undead,Neutral Evil,8,−2 (8),85,9d10 + 36,30 ft.,19,6,18,3,6,5,4,-2,4,-4,0,-3,2,,"Poison; Exhaustion, Poisoned",,,Darkvision 60 ft.; Passive Perception 8,Understands Common and Giant but can't speak,
allosaurus,Allosaurus,,"### Actions

<hr>

**_Bite._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 15 (2d10 + 4) Piercing damage.

**_Claws._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 8 (1d8 + 4) Slashing damage. If the target is a Large or smaller creature and the allosaurus moved 30+ feet straight toward it immediately before the hit, the target has the Prone condition, and the allosaurus can make one Bite attack against it.",,,large,beast (dinosaur),Unaligned,13,+1 (11),51,6d10 + 18,60 ft.,19,13,17,2,12,5,4,1,3,-4,1,-3,2,,,,,Passive Perception 15,None,Perception +5
ankylosaurus,Ankylosaurus,,"### Actions

<hr>

**_Multiattack._** The ankylosaurus makes two Tail attacks.

**_Tail._** _Melee Attack Roll:_ +6, reach 10 ft. _Hit:_ 9 (1d10 + 4) Bludgeoning damage. If the target is a Huge or smaller creature, it has the Prone condition.",,,huge,beast (dinosaur),Unaligned,15,+0 (10),68,8d12 + 16,30 ft.,19,11,15,2,12,5,6,0,2,-4,1,-3,3,,,,,Passive Perception 11,None,
ape,Ape,,"### Actions

<hr>

**_Multiattack._** The ape makes two Fist attacks.

**_Fist._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 5 (1d4 + 3) Bludgeoning damage.

**_Rock (Recharge 6)._** _Ranged Attack Roll:_ +5, range 25/50 ft. _Hit:_ 10 (2d6 + 3) Bludgeoning damage.",,,medium,beast,Unaligned,12,+2 (12),19,3d8 + 6,"30 ft., Climb 30 ft.",16,14,14,6,12,7,3,2,2,-2,1,-2,1/2,,,,,Passive Perception 13,None,"Athletics +5, Perception +3"
archelon,Archelon,,"### Traits

<hr>

**_Amphibious._** The archelon can breathe air and water.

### Actions

<hr>

**_Multiattack._** The archelon makes two Bite attacks.

**_Bite._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 14 (3d6 + 4) Piercing damage.",,,huge,beast (dinosaur),Unaligned,17,+3 (13),90,12d12 + 12,"20 ft., Swim 80 ft.",18,16,13,4,14,6,4,3,1,-3,2,-2,4,,,,,Passive Perception 12,None,Stealth +5
baboon,Baboon,,"### Traits

<hr>

**_Pack Tactics._** The baboon has Advantage on an attack roll against a creature if at least one of the baboon's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.

### Actions

<hr>

**_Bite._** _Melee Attack Roll:_ +1, reach 5 ft. _Hit:_ 1 (1d4 − 1) Piercing damage.",,,small,beast,Unaligned,12,+2 (12),3,1d6,"30 ft., Climb 30 ft.",8,14,11,4,12,6,-1,2,0,-3,1,-2,0,,,,,Passive Perception 11,None,
badger,Badger,,"### Actions

<hr>

**_Bite._** _Melee Attack Roll:_ +2, reach 5 ft. _Hit:_ 1 Piercing damage.",,,tiny,beast,Unaligned,11,+0 (10),5,1d4 + 3,"20 ft., Burrow 5 ft.",10,11,16,2,12,5,0,0,3,-4,1,-3,0,Poison,,,,Darkvision 30 ft.; Passive Perception 13,None,Perception +3
